locus_tag	common gene name	strand	start	end	EEP	MEP	LEP	ESP (biological replicate 1)	ESP (biological replicate 2)	ESP average (biological replicate 1 and 2)	LSP (biological replicate 1)	LSP (biological replicate 2)	LSP average (biological replicate 1 and 2)
SL1344_2671		-	2860773	2861288	1	1	1	1	0	1	0	0	0
SL1344_2672		-	2861298	2862470	1	1	2	1	0	0	0	0	0
SL1344_2673		-	2862587	2862790	2	2	3	1	1	1	1	2	2
SL1344_2674	sopE	+	2863004	2863726	9	9	409	1628	1608	1618	12	6	9
SL1344_2675		-	2863923	2864330	2	4	4	7	6	6	3	2	2
SL1344_2676		-	2864337	2865956	1	1	2	1	1	1	1	1	1
SL1344_2677	gpI	-	2865953	2866558	1	2	1	1	1	1	1	0	0
SL1344_2678	gpJ	-	2866551	2867459	1	1	1	0	1	0	0	0	0
SL1344_2679	gpW	-	2867446	2867805	1	0	2	0	0	0	0	0	0
SL1344_2680		-	2867802	2868380	0	0	1	0	0	0	0	0	0
SL1344_2681		-	2868449	2868895	0	1	0	0	0	0	0	0	0
SL1344_2682		-	2868888	2869319	1	0	1	0	0	0	0	0	0
SL1344_2683		-	2869282	2869485	1	0	1	0	0	0	0	0	0
SL1344_2684		-	2869415	2869843	0	1	1	0	0	0	0	0	0
SL1344_2685		-	2869840	2870214	1	0	2	0	1	0	0	0	0
SL1344_2686	nucD2	-	2870219	2870689	0	0	1	0	0	0	0	0	0
SL1344_2687	nucE2	-	2870709	2870924	1	0	3	0	0	0	1	0	0
SL1344_2688		-	2870928	2871131	1	1	1	0	0	0	0	0	0
SL1344_2689		-	2871131	2871595	0	1	1	0	0	0	0	0	0
SL1344_2690		-	2871689	2872342	0	0	0	0	0	0	0	0	0
SL1344_2691		-	2872346	2873428	0	0	1	0	0	0	0	0	0
SL1344_2692		-	2873445	2874278	0	0	1	0	0	0	0	0	0
SL1344_2693		+	2874421	2876187	0	0	1	0	0	0	0	0	0
SL1344_2694		+	2876187	2877218	0	0	0	0	0	0	0	0	0
SL1344_2695		-	2877245	2878222	60	64	133	99	109	104	36	17	26
SL1344_2696		-	2878212	2878793	79	97	277	316	299	308	58	29	43
SL1344_2697		-	2879070	2879447	309	351	293	238	255	246	12	9	11
SL1344_2698		-	2879425	2880480	145	185	143	173	189	181	12	6	9
SL1344_2699		-	2880640	2880873	48	52	33	13	14	14	3	3	3
SL1344_2700		-	2880885	2881073	53	56	27	28	23	26	9	4	6
SL1344_2701		-	2881397	2883640	3	2	3	2	1	1	0	0	0
SL1344_2702		-	2883631	2884488	1	1	3	2	2	2	1	1	1
SL1344_2703		-	2884485	2884712	0	0	0	0	0	0	0	0	0
SL1344_2704		-	2885007	2885348	2	1	1	1	1	1	1	0	0
SL1344_2705		-	2885312	2885608	4	8	11	7	9	8	3	1	2
SL1344_2706	cIIc	-	2885953	2886462	1	1	1	1	1	1	1	1	1
SL1344_2707	apl	-	2886495	2886743	3	2	1	2	2	2	0	0	0
SL1344_2708	cI	+	2886920	2887495	71	76	43	39	35	37	1	2	2
SL1344_2709		+	2887497	2888522	24	33	16	11	13	12	1	0	1
SL1344_2710		+	2888519	2889730	21	42	20	16	15	16	1	1	1
SL1344_2712		+	2890073	2891269	7	8	8	9	6	8	5	3	4
SL1344_2713		-	2891273	2892970	56	136	172	118	116	117	2	1	1
SL1344_2714		-	2892957	2893190	44	109	153	116	118	117	5	5	5
SL1344_2715		-	2893177	2893725	74	120	184	148	146	147	26	13	19
SL1344_2716		-	2894442	2895008	2	0	1	1	0	0	0	0	0
SL1344_2717		-	2895025	2895267	1	1	2	4	3	3	1	0	0
SL1344_2718		-	2895264	2896067	1	1	2	1	1	1	1	0	0
SL1344_2719		+	2896802	2897353	864	1052	863	1909	2173	2041	4153	4257	4205
SL1344_2720		+	2897350	2897577	3	7	3	3	2	3	0	0	0
SL1344_2721		+	2897574	2897894	4	5	2	1	2	1	0	0	0
SL1344_2722		+	2897858	2900242	5	5	6	3	3	3	0	0	0
SL1344_2723		+	2900734	2901979	1	1	5	12	9	11	2	2	2
SL1344_2725		+	2901981	2902619	1	1	1	2	3	3	0	0	0
SL1344_2726		+	2903009	2904202	77	61	44	32	37	34	2	1	2
SL1344_2727		-	2904537	2905364	35	37	49	38	39	38	10	8	9
SL1344_2728		+	2905815	2906030	2	3	4	2	2	2	1	1	1
SL1344_2729		+	2906066	2908135	1	1	1	0	0	0	0	0	0
SL1344_2730		+	2908638	2909921	119	207	185	94	101	97	19	11	15
SL1344_2731		+	2909966	2910784	42	104	78	29	29	29	2	1	2
SL1344_2732		-	2910939	2911229	194	187	170	133	128	130	6	4	5
SL1344_2733		+	2911390	2911674	1	5	6	3	4	3	0	0	0
SL1344_2734		+	2911787	2912308	0	0	2	1	0	0	0	0	0
SL1344_2735		+	2912305	2912679	1	1	2	1	1	1	0	0	0
SL1344_2736		+	2912676	2913656	0	0	2	0	0	0	0	0	0
SL1344_2737		+	2913667	2914680	0	1	1	1	0	1	0	0	0
SL1344_2738		+	2914975	2916177	35	41	29	13	13	13	4	3	3
SL1344_2739	hxlA	-	2916251	2916886	1	1	1	1	1	1	1	1	1
SL1344_2740	hxlB	-	2916910	2917473	0	1	1	0	0	0	0	0	0
SL1344_2741		-	2917473	2918315	1	0	1	0	1	1	0	0	0
SL1344_2742		-	2918445	2919986	1	0	1	0	0	0	0	0	0
SL1344_2743		+	2920209	2921888	0	0	1	1	1	1	0	0	0
SL1344_2744		+	2923005	2923880	1	1	2	1	1	1	0	0	0
SL1344_2745		+	2924046	2925920	11	13	12	4	5	5	1	1	1
SL1344_2746		-	2926180	2927463	18	19	21	11	15	13	5	3	4
IsrM		+	2927616	2927944	3	1	2	1	3	2	0	1	0
SL1344_2747		+	2928000	2928911	11	17	16	17	15	16	3	2	3
SL1344_2747A		-	2928907	2929495	3	3	4	4	4	4	1	1	1
IsrN		+	2929501	2929643	0	1	1	0	0	0	0	0	0
SL1344_2750		-	2929642	2929908	7	6	9	12	10	11	1	1	1
SL1344_2751		-	2930361	2930999	76	189	131	56	43	49	3	1	2
SL1344_2752		-	2930996	2932978	140	242	205	108	96	102	7	4	6
SL1344_2753		+	2933257	2933556	5	7	6	6	5	5	11	4	7
SL1344_2754		+	2933553	2934419	1	2	1	1	1	1	2	2	2
SL1344_2755	fljA	-	2935199	2935738	5	8	14	9	8	9	7	2	5
SL1344_2756	fljB	-	2935806	2937326	19	61	68	45	45	45	14	8	11
SL1344_2757	hin	+	2937418	2937990	7	7	20	15	19	17	36	16	26
SL1344_2758	iroB	+	2938953	2940068	6	3	2	1	1	1	25	17	21
SL1344_2759	iroC	+	2940149	2943802	4	3	3	1	1	1	2	1	1
SL1344_2760	iroD	+	2943912	2945156	3	2	2	1	1	1	0	0	0
SL1344_2761	iroE	+	2945188	2946123	5	4	2	2	2	2	1	1	1
SL1344_2762	iroN	-	2946165	2948345	5	5	4	3	3	3	25	18	21
SL1344_2763	pipB2	-	2949378	2950430	13	9	35	82	81	81	7	8	7
SL1344_2764	virK	+	2950949	2951878	104	91	233	237	266	252	11	6	9
SL1344_2765	mig-14	+	2952171	2953067	123	177	273	254	276	265	7	5	6
SL1344_2767	nixA	-	2953789	2954802	15	14	27	16	10	13	13	8	11
SL1344_2768	tctE	-	2954935	2956350	6	9	40	34	13	24	2	2	2
SL1344_2769	tctD	-	2956337	2957011	5	6	75	51	23	37	5	3	4
SL1344_2770		+	2957166	2958143	3	4	142	10	8	9	2	2	2
SL1344_2771		+	2958155	2958589	2	1	94	7	4	6	0	0	0
SL1344_2772		+	2958600	2960114	2	3	153	8	7	7	1	1	1
SL1344_2773	csiD	+	2960408	2961394	1	1	20	23	6	15	47	50	48
SL1344_2774	ygaF	+	2961420	2962688	1	1	23	13	4	9	38	27	33
SL1344_2775	gabD	+	2962710	2964158	1	1	24	13	13	13	14	11	12
SL1344_2776	gabT	+	2964173	2965456	1	1	26	12	14	13	21	16	19
SL1344_2777	gabP	+	2965586	2966986	4	3	14	10	10	10	10	7	8
SL1344_2778	ygaE	+	2967028	2967705	4	4	13	10	8	9	5	3	4
SL1344_2779	ygaU	-	2967727	2968176	11	14	67	173	145	159	115	131	123
SL1344_2780	yqaE	-	2968276	2968434	14	15	133	207	171	189	1089	1007	1048
SL1344_2781		+	2968677	2968916	17	13	13	10	11	11	41	22	31
SL1344_2782	ygaP	+	2968926	2969453	7	6	6	7	9	8	3	3	3
SL1344_2783	stpA	-	2969801	2970202	1556	1059	579	299	267	283	32	32	32
SL1344_2784		+	2970901	2971350	33	24	123	126	107	116	21	16	19
SL1344_2785	ygaC	-	2971385	2971735	14	19	14	7	8	7	6	5	6
SL1344_2786	ygaM	+	2971885	2972223	4	20	110	178	167	173	169	105	137
SL1344_2787		-	2972307	2973641	11	12	10	8	7	8	18	7	12
SL1344_2788		+	2973730	2974161	3	6	3	2	3	2	0	0	0
SL1344_2789		+	2974158	2974334	0	1	1	2	1	2	0	0	0
STnc3080		-	2974404	2974260	18	27	3	0	1	0	48	32	40
SL1344_2790	nrdH	+	2974433	2974678	12	32	2	0	1	0	10	14	12
SL1344_2791	nrdI	+	2974675	2975085	13	32	1	0	0	0	2	2	2
SL1344_2792	nrdE	+	2975058	2977202	10	24	1	1	0	0	2	2	2
SL1344_2793	nrdF	+	2977213	2978172	25	41	12	9	10	9	29	15	22
SL1344_2794	proV	+	2978527	2979729	31	18	14	13	17	15	4	3	3
SL1344_2795	proW	+	2979722	2980786	12	9	6	9	10	10	2	1	1
SL1344_2796	proX	+	2980856	2981851	10	8	8	10	10	10	2	1	2
SL1344_2797		+	2982016	2983200	12	8	8	4	4	4	2	1	1
SL1344_2798	emrR	+	2983697	2984227	222	203	100	44	51	48	15	6	11
SL1344_2799	emrA	+	2984354	2985526	90	71	39	17	21	19	2	2	2
SL1344_2800	emrB	+	2985543	2987081	55	43	21	9	9	9	1	0	1
SL1344_2801		-	2987130	2988500	3	2	3	3	3	3	3	1	2
SL1344_2802	luxS	-	2988846	2989361	131	144	99	89	97	93	5	12	9
MicA		+	2989429	2989502	751	753	344	1073	837	955	18081	8303	13192
SL1344_2803	gshA	-	2989511	2991067	87	81	71	40	44	42	7	6	6
SL1344_2804	yqaA	-	2991144	2991569	127	136	96	48	59	54	14	9	11
SL1344_2805	yqaB	-	2991566	2992132	119	117	95	55	53	54	8	6	7
SL1344_2806	csrA	-	2993527	2993712	1439	1448	1507	1049	1046	1047	386	381	384
SL1344_2807	alaS	-	2993947	2996577	175	204	160	74	76	75	3	2	2
SL1344_2808	oraA	-	2996813	2997313	32	30	25	6	11	9	2	1	2
SL1344_2809	recA	-	2997430	2998491	169	235	164	89	104	96	14	9	11
SL1344_2810	ygaD	-	2998576	2999073	42	63	51	35	38	37	8	7	7
SL1344_2811	mltB	-	2999551	3000630	35	39	41	27	30	28	6	4	5
SL1344_2812	srlA	+	3000884	3001447	3	4	57	13	13	13	1	1	1
SL1344_2813	srlE	+	3001444	3002415	1	2	19	3	5	4	0	0	0
SL1344_2814	slrB	+	3002427	3002789	3	4	30	6	6	6	0	0	0
SL1344_2815	gutD	+	3002801	3003580	3	5	32	11	9	10	1	1	1
SL1344_2816	gutM	+	3003656	3004015	25	22	41	42	26	34	16	9	13
SL1344_2817	srlR	+	3004213	3004986	25	27	39	29	36	32	3	3	3
SL1344_2818	gutQ	+	3004979	3005944	18	23	24	23	23	23	3	3	3
SL1344_2819	norR	-	3005941	3007461	7	7	8	4	7	5	7	4	5
SL1344_2820	norV	+	3007647	3009086	1	1	2	2	2	2	2	1	1
SL1344_2821	norW	+	3009083	3010216	1	1	2	1	1	1	0	0	0
C0664		+	3010214	3010321	1	0	1	0	2	1	0	1	0
SL1344_2822	hydA	-	3010313	3012553	18	21	13	6	7	6	1	0	0
SL1344_2823	hydN	-	3012699	3013244	2	2	2	2	1	1	0	0	0
SL1344_2824		-	3013445	3014254	6	6	5	3	3	3	0	1	0
SL1344_2825	hycI	-	3014281	3014751	6	5	6	3	3	3	0	0	0
SL1344_2826	hycH	-	3014744	3015154	7	6	6	5	4	5	1	0	0
SL1344_2827	hycG	-	3015151	3015918	4	4	3	2	2	2	0	0	0
SL1344_2828	hycF	-	3015918	3016460	5	3	3	1	1	1	0	0	0
SL1344_2829	hycE	-	3016470	3018179	2	2	2	1	1	1	0	0	0
SL1344_2830	hycD	-	3018197	3019120	3	2	2	1	1	1	0	0	0
SL1344_2831	hycC	-	3019123	3020949	2	1	2	1	1	1	0	0	0
SL1344_2832	hycB	-	3020949	3021557	0	1	1	0	0	0	0	0	0
SL1344_2833	hycA	-	3021703	3022164	2	1	1	1	1	1	0	0	0
SL1344_2834		+	3022374	3022730	6	11	17	38	45	42	2	0	1
SL1344_2835	hypB	+	3022799	3023671	8	8	6	16	21	18	2	1	1
SL1344_2836	hypC	+	3023662	3023934	10	13	14	32	39	35	2	1	1
SL1344_2837	hypD	+	3023934	3025055	6	8	8	20	22	21	0	1	0
SL1344_2838	hypE	+	3025052	3026062	9	11	11	24	32	28	1	1	1
SL1344_2839	fhlA	+	3026281	3028359	9	7	9	12	15	13	2	3	2
SL1344_2840	ygbA	-	3028421	3028765	10	8	9	7	10	8	337	209	273
SL1344_2841	sitA	+	3028947	3029864	20	18	4	3	2	2	282	221	251
SL1344_2842	sitB	+	3029861	3030682	15	19	4	3	3	3	91	90	90
SL1344_2843	sitC	+	3030679	3031539	14	13	4	2	2	2	57	53	55
SL1344_2844	sitD	+	3031530	3032378	20	19	11	6	5	6	71	65	68
SL1344_2845	avrA	-	3032477	3033382	38	46	190	218	240	229	13	12	13
SL1344_2846	sprB	-	3033543	3034298	9	22	197	294	272	283	2	1	1
SL1344_2847	hilC	-	3034683	3035570	41	87	626	696	789	743	11	6	8
SL1344_2848	orgC	-	3035915	3036367	89	64	272	418	440	429	6	4	5
SL1344_2849	orgB	-	3036364	3037044	84	65	248	370	397	383	2	1	1
SL1344_2850	orgA	-	3037001	3037600	31	27	535	790	888	839	2	2	2
STnc4240		+	3037101	3037394	468	355	292	90	113	101	26	12	19
SL1344_2851	prgK	-	3037572	3038330	39	25	713	1198	1053	1125	4	3	3
SL1344_2852	prgJ	-	3038327	3038632	25	18	653	1015	939	977	5	7	6
SL1344_2853	prgI	-	3038651	3038893	23	12	533	1074	959	1016	6	2	4
STnc3020		+	3038687	3038786	9	16	8	10	5	7	8	6	7
SL1344_2854	prgH	-	3038918	3040096	17	10	449	959	839	899	30	14	22
SL1344_2855	hilD	+	3040412	3041341	66	65	536	777	786	781	155	88	121
SL1344_2856	hilA	+	3042432	3044093	4	8	112	195	230	212	5	2	4
SL1344_2857	iagB	+	3044111	3044593	14	14	205	450	439	444	46	23	35
SL1344_2858	sptP	-	3044647	3046278	133	85	216	561	506	533	20	9	15
SL1344_2859	sicP	-	3046265	3046657	199	133	444	1312	1251	1282	27	13	20
SL1344_2860	iacP	-	3046988	3047236	214	100	429	1159	1085	1122	21	11	16
SL1344_2861	sipA	-	3047255	3049312	13	11	135	462	355	409	4	2	3
STnc1410		+	3048830	3049012	49	48	56	50	36	43	215	140	178
SL1344_2862	sipD	-	3049331	3050362	7	9	174	602	498	550	14	8	11
SL1344_2863	sipC	-	3050433	3051662	16	19	405	1677	1626	1652	14	9	11
SL1344_2864	sipB	-	3051690	3053471	11	13	364	1379	1128	1253	20	15	17
SL1344_2865	sicA	-	3053474	3053971	10	11	441	1450	1695	1573	27	22	24
SL1344_2866	spaS	-	3054109	3055179	4	4	81	150	151	150	3	2	3
SL1344_2867	spaR	-	3055166	3055957	6	4	91	163	172	168	1	1	1
SL1344_2868	spaQ	-	3055961	3056221	11	7	185	412	382	397	5	4	4
SL1344_2869	spaP	-	3056247	3056921	8	6	201	308	354	331	1	1	1
SL1344_2870	spaO	-	3056911	3057822	4	3	116	242	243	242	1	0	0
SL1344_2871	invJ	-	3057822	3058832	6	4	149	307	305	306	1	0	1
SL1344_2872	invI	-	3058832	3059275	9	6	218	367	415	391	1	0	0
SL1344_2873	invC	-	3059253	3060548	10	7	262	396	430	413	1	1	1
SL1344_2874	invB	-	3060545	3060952	14	9	423	948	970	959	5	4	5
SL1344_2875	invA	-	3060976	3063033	10	9	262	438	497	468	2	1	1
SL1344_2876	invE	-	3063058	3064176	9	8	244	349	451	400	2	2	2
SL1344_2877	invG	-	3064173	3065861	7	5	242	327	379	353	17	10	14
SL1344_2878	invF	-	3065858	3066508	8	8	261	467	490	478	263	191	227
SL1344_2879	invH	+	3066965	3067408	33	25	115	162	169	166	0	1	1
InvR		+	3067500	3067579	793	1003	9593	36264	27965	32115	11456	11942	11699
SL1344_2880		+	3067839	3068288	63	77	74	69	78	73	4	2	3
SL1344_2881		+	3068273	3068620	40	62	56	28	38	33	1	1	1
SL1344_2882		-	3068893	3069219	11	15	35	22	32	27	6	6	6
SL1344_2883		+	3069460	3069567	1	0	0	0	0	0	1	0	0
SL1344_2884		+	3069908	3070198	92	109	88	129	115	122	61	45	53
SL1344_2885		+	3070195	3070722	27	35	33	25	27	26	12	7	10
SL1344_2885A		-	3070798	3071012	2	1	1	1	1	1	5	4	5
SL1344_2886	pphB	+	3071347	3072003	26	17	14	5	7	6	4	2	3
SL1344_2887		-	3072175	3072696	0	1	3	1	2	1	1	1	1
SL1344_2888	mutS	+	3072897	3075422	41	37	31	21	24	22	2	1	2
SL1344_2889		-	3075478	3075858	1	3	5	2	2	2	1	1	1
SL1344_2890		-	3075855	3077063	2	1	2	1	1	1	0	0	0
SL1344_2891		+	3077151	3078083	4	4	5	5	4	4	1	1	1
SL1344_2892		-	3078125	3079621	4	7	12	7	6	6	2	1	1
SL1344_2893		-	3079618	3080568	1	3	8	3	4	3	0	0	0
SL1344_2894	hyi	-	3080608	3081369	2	3	6	3	4	3	0	0	0
SL1344_2895	ygbL	-	3081374	3082012	2	3	6	3	4	4	0	0	0
SL1344_2896	ygbK	-	3082009	3083271	1	2	7	4	3	4	1	1	1
SL1344_2897	ygbJ	-	3083265	3084188	0	3	9	9	5	7	2	3	3
SL1344_2898	ygbI	+	3084385	3085149	17	14	22	18	14	16	4	1	2
SL1344_2899		-	3085168	3085572	38	48	34	26	26	26	7	4	6
SL1344_2900		+	3085743	3086336	2	1	2	1	1	1	0	0	0
SL1344_2901		+	3086336	3087763	1	2	2	1	1	1	0	0	0
SL1344_2902		+	3087774	3088010	4	2	2	1	2	1	0	0	0
SL1344_2903	rpoS	-	3088055	3089047	360	407	767	550	529	539	39	46	43
SL1344_2904	nlpD	-	3089110	3090243	461	440	813	656	513	585	75	62	68
SL1344_2905	pcm	-	3090419	3091045	107	128	101	53	59	56	2	4	3
SL1344_2906	surE	-	3091039	3091800	102	105	76	49	41	45	4	4	4
SL1344_2907	truD	-	3091781	3092830	102	103	63	31	36	33	2	1	2
SL1344_2908	ispF	-	3092827	3093306	116	102	61	17	27	22	0	1	0
SL1344_2909	ispD	-	3093306	3094016	130	121	64	29	35	32	1	1	1
SL1344_2910	ftsB	-	3094035	3094346	214	206	136	54	66	60	3	4	4
SL1344_2911	ygbE	-	3094537	3094893	33	24	30	18	19	18	6	5	5
SL1344_2912	cysC	-	3094911	3095516	6	7	6	12	8	10	2	1	1
SL1344_2913	cysN	-	3095503	3096942	5	6	5	9	6	7	2	1	1
SL1344_2914	cysD	-	3096952	3097860	2	1	1	19	2	10	1	1	1
SL1344_2915	iap	+	3098111	3099157	22	25	35	23	23	23	2	1	1
SL1344_2916	ygbF	-	3100256	3100552	7	15	11	11	9	10	1	0	0
SL1344_2917		-	3100549	3101469	6	7	8	8	7	7	1	0	1
SL1344_2918	ygcH	-	3101466	3102116	3	5	5	5	4	5	0	0	0
SL1344_2919		-	3102098	3102844	4	4	5	5	6	6	0	0	0
SL1344_2920	yghJ	-	3102855	3103913	4	4	4	5	5	5	1	0	0
SL1344_2921		-	3103927	3104487	4	4	4	7	6	7	0	0	0
SL1344_2922		-	3104484	3106040	1	2	3	4	4	4	0	0	0
SL1344_2923	ygcB	-	3106052	3108715	1	1	3	5	5	5	1	0	0
SL1344_2924	sopD	+	3109160	3110113	8	5	60	326	283	305	15	5	10
STnc3140		-	3109981	3109885	112	57	53	93	111	102	214	66	140
SL1344_2925	cysH	-	3110201	3110935	2	2	2	6	8	7	0	1	0
SL1344_2926	cysI	-	3111011	3112723	3	3	4	19	14	17	1	1	1
SL1344_2927	cysJ	-	3112723	3114522	2	2	3	7	3	5	1	1	1
SL1344_2928	ptpS	+	3114946	3115308	104	55	31	11	12	11	1	1	1
SL1344_2929		-	3115396	3116193	9	13	12	11	10	11	4	4	4
SL1344_2930	ygcF	-	3118020	3118691	111	107	69	37	40	38	34	20	27
SL1344_2931	eno	-	3118827	3120125	665	642	306	185	211	198	14	18	16
SL1344_2932	pyrG	-	3120208	3121845	417	336	234	115	150	133	19	18	19
SL1344_2933	mazG	-	3122073	3122873	39	33	32	25	31	28	13	9	11
SL1344_2934		+	3123527	3123631	3	0	0	0	1	0	0	0	0
SL1344_2935		-	3123641	3123898	116	89	96	50	49	50	36	30	33
SL1344_2936		-	3123903	3124178	153	138	134	101	99	100	94	54	74
SL1344_2937	relA	-	3124343	3126577	84	91	73	59	70	65	3	3	3
SL1344_2938	rumA	-	3126629	3127924	100	104	83	73	64	68	15	9	12
SL1344_2939	barA	+	3127982	3130738	20	19	16	12	12	12	2	2	2
SL1344_2940		-	3130782	3131924	6	8	18	8	11	9	6	3	5
SL1344_2941	gudD	-	3132002	3133342	6	4	26	6	7	6	1	0	1
SL1344_2942	ygcY	-	3133363	3134703	5	5	29	5	6	5	1	0	1
SL1344_2943	gudT	-	3134700	3136058	2	2	23	3	3	3	1	1	1
SL1344_2944		-	3136539	3136988	181	203	125	58	62	60	8	8	8
SL1344_2945	yqcB	-	3137007	3137789	44	29	19	8	10	9	0	0	0
SL1344_2946	yqcC	-	3137789	3138118	80	51	41	25	18	22	2	0	1
CsrB		-	3138522	3138160	4254	7080	7278	8176	8051	8113	812	1368	1090
SL1344_2947	syd	-	3138730	3139275	250	179	128	38	42	40	2	3	3
SL1344_2948	queF	+	3139344	3140192	51	52	34	27	20	24	5	3	4
SL1344_2949	ygdH	+	3140305	3141669	50	90	86	88	93	90	8	9	8
SL1344_2950	sdaC	+	3142234	3143523	200	433	536	247	261	254	5	4	5
SL1344_2951	sdaB	+	3143582	3144949	157	365	387	136	158	147	8	6	7
SL1344_2952	exo	+	3145060	3145875	46	41	28	9	10	9	1	1	1
SL1344_2953	fucO	-	3145967	3147115	1	2	3	5	5	5	0	0	0
SL1344_2954	fucA	-	3147132	3147779	1	1	2	3	3	3	0	0	0
SL1344_2955	fucP	+	3148334	3149650	1	1	3	3	3	3	0	0	0
SL1344_2956	fucI	+	3149682	3151457	1	2	4	4	4	4	0	0	0
SL1344_2957	fucK	+	3151558	3152976	1	2	5	5	5	5	0	0	0
SL1344_2958	fucU	+	3152978	3153400	0	2	5	6	8	7	1	2	2
SL1344_2959	fucR	+	3153458	3154168	12	23	36	30	26	28	2	1	1
SL1344_2960	ygdE	-	3154227	3155327	96	62	65	36	43	39	3	4	4
SL1344_2961	ygdD	-	3155320	3155715	80	40	61	32	33	33	2	1	2
SL1344_2962	gcvA	-	3155734	3156651	52	37	43	32	29	31	13	9	11
GcvB		+	3156779	3156979	14885	25806	15761	6355	8780	7568	97	203	150
SL1344_2963	ygdI	-	3156998	3157225	44	59	492	1509	1470	1490	1312	1160	1236
SL1344_2964	csdA	+	3157418	3158623	30	29	20	12	12	12	2	1	1
SL1344_2965	ygdK	+	3158623	3159066	28	31	18	9	9	9	0	1	1
SL1344_2966		+	3159339	3160253	10	6	6	8	13	10	1	0	1
SL1344_2967	ygdL	-	3160305	3161111	152	109	94	59	49	54	40	20	30
SL1344_2968	mltA	-	3161221	3162318	98	80	62	46	46	46	8	6	7
SL1344_2969	amiC	-	3162818	3164071	70	68	60	33	46	39	5	6	5
SL1344_2970	argA	+	3164304	3165635	10	11	11	13	11	12	4	2	3
SL1344_2971	recD	-	3165738	3167573	23	28	15	7	8	8	1	0	0
SL1344_2972	recB	-	3167570	3171115	41	45	25	15	15	15	1	1	1
SL1344_2973	ptr	-	3171108	3173996	29	26	18	10	12	11	1	1	1
SL1344_2974	recC	-	3174174	3177545	26	26	17	9	10	9	1	1	1
SL1344_2975	comQ	-	3177561	3177881	24	16	9	3	5	4	0	0	0
SL1344_2976	comP	-	3177866	3178273	4	4	6	1	2	2	0	0	0
SL1344_2977	comO	-	3178270	3178833	5	3	4	1	1	1	1	0	0
SL1344_2978	comN	-	3178824	3179294	3	1	4	2	1	1	0	0	0
SL1344_2979	thyA	-	3179479	3180273	97	100	77	36	40	38	5	4	4
SL1344_2980	lgt	-	3180280	3181155	114	101	97	47	52	50	3	2	3
SL1344_2981	ptsP	-	3181371	3183617	72	102	72	51	65	58	3	2	3
SL1344_2982	nudH	-	3183630	3184160	221	245	236	186	160	173	78	43	60
SL1344_2983	mutH	+	3184843	3185538	92	81	65	38	33	36	6	5	6
SL1344_2984	ygdQ	+	3185720	3186433	119	84	131	51	60	56	3	1	2
STnc3830		-	3186537	3186446	52	46	57	66	64	65	78	40	59
SL1344_2985	ygdR	+	3186603	3186821	35	42	79	177	192	184	68	56	62
SL1344_2986	tas	+	3187012	3188052	22	29	33	20	23	21	3	2	3
SL1344_2987	ygeD	-	3188139	3189341	27	33	30	21	18	20	1	0	0
SL1344_2988	aas	-	3189334	3191493	36	37	38	21	23	22	2	2	2
OmrA		-	3191670	3191584	476	500	862	648	680	664	1910	2840	2375
OmrB		-	3191870	3191785	1718	1945	3133	1015	1171	1093	405	430	417
SL1344_2989	galR	+	3192086	3193114	37	45	31	32	28	30	6	6	6
SL1344_2990		+	3193125	3194147	22	26	20	20	19	19	5	3	4
SL1344_2991	lysA	-	3194157	3195419	2	3	4	8	2	5	0	0	0
SL1344_2992	lysR	+	3195537	3196472	9	8	6	4	5	4	2	1	1
SL1344_2993	ygeA	-	3196444	3197151	23	28	30	29	30	30	5	4	4
SL1344_2994	araE	-	3197264	3198682	3	3	5	5	4	5	1	1	1
SL1344_2995	kduD	-	3199036	3199797	8	6	10	10	9	9	2	2	2
SL1344_2996	kduI	-	3199854	3200690	3	4	6	4	4	4	0	0	0
SL1344_2997	yqeF	-	3201120	3202298	12	12	121	64	33	48	3	2	3
SL1344_2998		-	3202421	3203284	21	19	22	16	19	17	5	2	4
SL1344_2999		+	3203361	3203843	35	21	13	10	9	10	13	6	9
SL1344_3000		+	3203985	3205214	80	43	35	14	13	13	5	4	4
SL1344_3001	yohL	-	3205245	3205517	66	57	73	36	40	38	14	11	12
SL1344_3002	yohM	+	3205639	3206475	13	7	7	3	1	2	1	1	1
SL1344_3003	STM325	-	3206685	3207383	2	2	4	3	4	4	1	0	1
SL1344_3004	STM325.1N	-	3207430	3207942	2	1	1	2	2	2	0	1	1
SL1344_3005	STM326	-	3208086	3209162	2	2	4	3	3	3	4	2	3
SL1344_3006	stdC	-	3209159	3209902	1	1	1	1	0	1	0	0	0
SL1344_3007	stdB	-	3209943	3212432	0	0	1	0	1	0	0	0	0
SL1344_3008	stdA	-	3212552	3213262	1	2	2	1	1	1	0	0	0
SL1344_3009		-	3213855	3214487	24	14	22	22	22	22	4	1	3
SL1344_3010		-	3214534	3215070	2	1	2	3	2	3	6	3	4
STnc290		-	3215717	3215639	300	403	879	1572	1714	1643	866	835	851
SL1344_3011		-	3215876	3216274	144	98	75	68	65	66	14	18	16
SL1344_3012		-	3216274	3216501	363	281	241	274	176	225	116	94	105
SL1344_3013		+	3217204	3218010	1	2	3	2	3	3	1	1	1
SL1344_3014		-	3218295	3219053	64	54	45	24	26	25	9	5	7
IsrO		+	3219100	3219300	74	60	56	34	32	33	35	20	28
SL1344_3015	idi	+	3219318	3219863	43	54	54	33	44	38	32	26	29
