locus_tag	common gene name	strand	start	end	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_2391	zipA	-	2538804	2539790	237	220	185	208	381	436	290	308
SL1344_2392	cysZ	+	2540022	2540783	26	22	14	21	53	44	32	21
SL1344_2393	cysK	+	2540947	2541918	31	43	16	33	185	59	40	64
SL1344_2394	ptsH	+	2542302	2542559	356	301	110	189	200	498	274	399
SL1344_2395	ptsI	+	2542608	2544335	350	252	121	231	171	373	312	386
SL1344_2396	crr	+	2544376	2544885	597	420	292	421	429	519	534	546
SL1344_2397		-	2545034	2545273	16	9	3	17	10	33	25	13
SL1344_2398	pdxK	-	2545270	2546136	19	16	7	19	16	27	19	14
SL1344_2399	ptsJ	+	2546219	2547511	11	12	8	12	14	17	17	10
SL1344_2400	yfeJ	+	2547526	2548245	9	8	3	6	5	16	10	5
SL1344_2401	yfeK	+	2548304	2548684	18	14	9	14	4	19	21	8
SL1344_2402	yfeL	+	2548697	2549236	23	32	19	22	36	28	27	20
SL1344_2403	cysM	-	2549367	2550278	13	23	9	19	21	25	19	11
SL1344_2404	cysA	-	2550346	2551443	3	3	2	8	20	4	4	4
SL1344_2405	cysW	-	2551433	2552308	2	4	1	8	29	4	3	3
SL1344_2406	cysU	-	2552308	2553141	2	4	1	10	38	2	1	3
SL1344_2407	cysP	-	2553141	2554157	2	5	3	6	55	2	2	3
SL1344_2408	ucpA	-	2554315	2555106	71	74	154	40	42	165	83	309
SL1344_2409		-	2555344	2556243	67	64	26	54	31	78	52	114
SL1344_2410	yfeY	-	2556338	2556913	28	65	12	20	15	32	27	13
SL1344_2411	yfeZ	-	2556975	2557424	39	29	19	30	26	41	32	23
SL1344_2412		-	2557411	2557836	56	28	16	40	41	80	62	42
SL1344_2413	amiA	+	2558049	2558918	33	43	15	27	36	53	37	13
SL1344_2414	hemF	+	2558921	2559820	16	17	8	13	12	22	18	8
SL1344_2415		+	2559841	2560170	26	40	19	19	18	38	34	19
SL1344_2416		+	2560299	2561576	10	13	5	7	7	11	15	11
SL1344_2417	eutR	-	2561776	2562828	4	3	3	3	2	5	6	11
SL1344_2418	eutK	-	2562876	2563370	2	4	2	2	0	6	4	17
SL1344_2419	eutL	-	2563383	2564042	2	3	5	2	2	9	4	30
SL1344_2420	eutC	-	2564052	2564948	1	1	0	1	1	1	2	1
SL1344_2421	eutB	-	2564967	2566328	1	0	0	1	0	1	1	2
SL1344_2422	eutA	-	2566340	2567743	1	1	2	1	1	2	2	3
SL1344_2423	eutH	-	2567740	2568966	2	1	1	1	7	3	3	5
SL1344_2424	eutG	-	2569086	2570273	1	0	0	0	0	1	1	1
SL1344_2425	eutJ	-	2570263	2571102	1	0	1	1	0	1	1	1
SL1344_2426	eutE	-	2571113	2572516	1	1	1	1	1	1	2	2
SL1344_2427	eutN	-	2572528	2572827	1	0	0	1	1	0	1	1
SL1344_2428	eutM	-	2572928	2573218	2	1	2	0	2	2	1	8
SL1344_2429	eutD	-	2573259	2574275	0	0	0	0	1	1	1	1
SL1344_2430	eutT	-	2574272	2575075	0	0	0	0	0	0	0	1
SL1344_2431	eutQ	-	2575072	2575761	0	0	0	0	1	0	0	0
SL1344_2432	eutP	-	2575739	2576218	0	0	0	0	0	0	0	1
SL1344_2433	eutS	-	2576231	2576566	0	0	1	0	0	0	0	2
SL1344_2434	tnpA_1b	-	2577047	2577505	0	0	0	0	0	0	0	0
SL1344_2435	maeB	-	2577695	2579974	33	49	10	13	26	72	40	49
SL1344_2436	tal	+	2580246	2581196	5	4	2	4	38	18	14	8
SL1344_2437	tktB	+	2581216	2583216	8	9	3	6	23	12	13	10
SL1344_2438		-	2583279	2583509	69	102	62	66	75	115	95	83
SL1344_2439	ypfG	-	2583637	2584680	12	11	5	8	23	13	9	7
SL1344_2440	yffH	-	2584805	2585380	41	45	27	31	52	50	49	18
SL1344_2441		+	2585584	2586882	8	12	7	8	13	6	10	19
SL1344_2442	aegA	-	2587331	2589292	2	1	2	1	1	3	2	37
SL1344_2443	narQ	+	2589478	2591178	2	2	1	1	1	2	2	14
SL1344_2444	acrD	+	2591363	2594476	5	7	3	4	4	6	11	5
SL1344_2444A	ypfM	-	2594578	2594637	524	809	2584	598	1216	2598	740	10654
SL1344_2445	yffB	+	2595050	2595406	36	48	24	25	57	82	50	25
SL1344_2446	dapE	+	2595410	2596537	56	58	33	38	57	91	69	36
SL1344_2447		+	2596565	2596765	73	51	43	58	81	90	87	40
SL1344_2448	ypfI	-	2596792	2598810	15	13	13	9	13	22	16	16
SL1344_2449		-	2598826	2599689	33	33	33	17	33	43	31	35
SL1344_2450	purC	-	2599820	2600533	47	34	8	11	33	85	44	16
SL1344_2451	nlpB	-	2600708	2601742	201	222	87	136	96	259	199	126
SL1344_2452	dapA	-	2601759	2602637	272	257	109	163	163	420	280	213
SL1344_2453	gcvR	+	2602783	2603355	100	92	66	43	157	217	129	114
SL1344_2454	bcp	+	2603355	2603825	263	150	117	117	244	358	301	223
SL1344_2455		-	2603872	2604114	6	4	2	3	6	7	4	7
SL1344_2456	perM	-	2604412	2605479	46	39	25	27	24	45	39	29
SL1344_2457		+	2605687	2607150	33	35	14	25	38	48	41	39
SL1344_2458	yfgD	+	2607190	2607549	35	53	12	21	41	59	47	44
SL1344_2459	yfgE	-	2607576	2608301	146	154	63	79	67	113	105	46
SL1344_2460	uraA	-	2608372	2609661	56	85	37	65	10	61	23	9
SL1344_2461	upp	-	2609749	2610375	152	151	56	175	33	166	72	47
SL1344_2462	purM	+	2610774	2611826	72	69	24	26	33	85	64	17
SL1344_2463	purN	+	2611826	2612464	69	47	21	34	36	78	73	28
SL1344_2464	ppk	+	2612653	2614719	59	53	22	27	71	105	74	57
SL1344_2465	ppx	+	2614724	2616265	46	45	26	22	25	57	62	45
SL1344_2466		-	2616301	2618514	1	3	2	2	6	2	2	15
SL1344_2467		-	2618819	2619079	3	10	2	3	5	0	3	4
SL1344_2468		+	2618927	2619118	68	183	50	37	141	126	103	146
SL1344_2469		+	2619659	2619988	17	35	16	18	22	29	27	20
SL1344_2470		-	2620008	2620364	16	15	1	3	4	5	5	0
SL1344_2471	guaA	-	2620521	2622098	349	145	14	74	78	475	248	18
SL1344_2472	guaB	-	2622168	2623634	289	178	23	52	113	236	195	16
SL1344_2473	xseA	+	2623795	2625144	58	111	28	37	76	30	66	10
SL1344_2474	shdA	-	2625306	2631425	3	2	1	2	4	3	3	3
SL1344_2475	ratB	-	2632119	2639425	11	16	9	5	3	11	11	8
SL1344_2477	ratA	-	2639591	2645188	6	5	4	4	10	6	9	9
SL1344_2478	sinI	-	2645308	2646267	2	1	1	1	2	2	2	3
SL1344_2479	sinH	-	2646325	2648517	1	1	1	2	6	1	2	1
SL1344_2480	yfgJ	-	2648863	2649084	38	90	16	40	22	37	27	15
SL1344_2481	engA	-	2649173	2650645	52	56	13	53	17	60	33	16
SL1344_2482	yfgL	-	2650764	2651942	239	201	106	191	155	302	218	114
SL1344_2483	yfgM	-	2651953	2652573	147	168	31	106	76	201	129	51
SL1344_2484	hisS	-	2652587	2653861	140	238	52	107	75	183	115	51
SL1344_2485	gcpE	-	2653972	2655090	108	88	29	97	79	129	105	73
SL1344_2486	yfgA	-	2655117	2656121	111	142	74	97	111	114	108	71
SL1344_2487	yfgB	-	2656413	2657579	111	129	56	105	20	100	65	15
SL1344_2488	ndk	-	2657786	2658217	255	452	288	242	212	414	245	41
SL1344_2489		-	2658338	2659201	2	1	2	1	2	1	1	56
SL1344_2490		-	2659201	2660010	2	2	1	2	1	2	2	38
SL1344_2491		-	2660003	2660632	1	3	1	1	1	1	1	31
SL1344_2492		-	2660629	2663007	2	3	1	2	2	1	2	57
SL1344_2493	pbpC	-	2663163	2665478	11	16	8	6	2	7	10	10
SL1344_2494		-	2665479	2670413	25	30	15	15	11	37	29	36
SL1344_2495		+	2670622	2671464	34	37	51	21	24	58	24	59
SL1344_2496		+	2671711	2672379	11	13	13	13	17	10	20	9
STnc2070		-	2672567	2672469	865	1745	1267	726	2208	420	1245	888
RyfA		+	2672651	2672944	130	60	72	139	111	164	178	213
SL1344_2497	sseBb	-	2672948	2673733	89	59	13	61	25	118	105	21
SL1344_2498	pepB	-	2673834	2675117	78	58	15	59	30	130	111	31
SL1344_2499	yfhJ	-	2675364	2675564	224	292	68	258	131	354	245	78
SL1344_2500	fdx	-	2675576	2675911	236	240	63	284	75	415	394	38
SL1344_2501	hscA	-	2675913	2677763	142	138	56	179	52	175	280	24
SL1344_2502	hscB	-	2677776	2678291	193	157	32	220	100	329	413	29
SL1344_2503	iscA	-	2678487	2678810	648	490	106	783	429	972	1020	88
SL1344_2504	nifU	-	2678839	2679225	283	340	58	344	212	572	708	41
SL1344_2505	iscS	-	2679253	2680467	229	337	49	274	156	364	655	25
SL1344_2506	yfhP	-	2680648	2681142	237	428	83	281	246	496	917	35
SL1344_2507		-	2681302	2682033	96	106	91	75	95	101	83	99
SL1344_2508	suhB	+	2682152	2682955	244	782	147	299	171	231	163	59
SL1344_2509		+	2683100	2683978	6	22	5	5	4	9	6	3
SL1344_2510	asrA	+	2684160	2685203	1	2	1	1	3	1	1	27
SL1344_2511	asrB	+	2685207	2686025	1	1	1	1	4	1	2	20
SL1344_2512	asrC	+	2686036	2687049	3	2	1	3	3	2	3	29
SL1344_2513		-	2687050	2688036	14	17	15	10	10	14	19	13
SL1344_2514		-	2688027	2688665	16	10	7	10	12	17	17	10
SL1344_2515	csiE	+	2688791	2690068	4	8	9	1	16	24	5	43
SL1344_2516	hcaT	-	2690063	2691202	39	56	25	28	26	40	37	10
SL1344_2517	glyA	-	2691398	2692651	143	187	78	89	72	246	183	157
SL1344_2518	hmpA	+	2692976	2694166	5	3	1	2	5	12	13	3
SL1344_2519	cadC	+	2694348	2695892	34	38	27	37	50	46	34	29
SL1344_2520	cadB	+	2696253	2697584	7	7	5	422	2	77	24	916
SL1344_2521	cadA	+	2697730	2699811	11	12	6	345	8	51	23	782
SL1344_2522	yjdL	+	2699867	2701327	5	4	4	42	4	21	9	88
SL1344_2523	glnB	-	2701376	2701714	369	283	209	192	144	406	378	142
SL1344_2524	yfhA	-	2701791	2703128	42	42	21	28	17	60	48	31
SL1344_2525	yfhG	-	2703125	2703889	51	64	54	40	33	58	51	46
SL1344_2526	yfhK	-	2703891	2705333	30	49	25	26	36	38	37	36
GlmY		-	2705564	2705381	2765	2286	1358	2015	3126	315	3107	1491
SL1344_2527	purG	-	2705971	2709858	30	20	9	9	9	33	26	7
SL1344_2529	yfhD	+	2710114	2711658	26	39	24	19	13	20	24	9
SL1344_2530	yfhC	-	2711709	2712260	33	50	25	45	33	42	27	26
SL1344_2531	yfhB	-	2712285	2712920	20	41	18	11	50	36	22	30
SL1344_2532		-	2712924	2714285	8	20	17	3	15	28	7	10
SL1344_2533	murQ	-	2714296	2715189	8	21	17	3	14	40	7	9
SL1344_2534	yfhH	+	2715305	2716153	11	16	8	8	13	15	11	5
SL1344_2535		-	2716192	2717058	9	9	5	7	11	9	9	13
SL1344_2536		-	2717131	2718327	1	3	1	1	3	1	1	2
SL1344_2537		+	2718443	2719369	2	3	7	1	3	16	2	8
SL1344_2538	yfhL	+	2719407	2719667	48	51	34	84	35	43	33	14
SL1344_2539	acpS	-	2719779	2720159	99	32	29	51	26	112	97	58
SL1344_2540	pdxJ	-	2720159	2720890	52	49	20	28	16	79	45	26
SL1344_2541	recO	-	2720902	2721630	129	133	115	102	27	104	94	30
SL1344_2542	era	-	2721642	2722547	149	138	56	118	37	144	114	36
SL1344_2543	rnc	-	2722544	2723146	169	210	69	134	104	200	144	53
SL1344_2544	lepB	-	2723498	2724472	175	209	68	138	54	214	143	49
SL1344_2545	lepA	-	2724489	2726288	152	183	49	108	47	179	134	42
SL1344_2546	gogB	+	2726744	2728186	24	58	37	29	71	44	45	20
SL1344_2547		+	2729142	2729588	12	9	11	12	85	12	8	24
STnc1380		-	2729701	2729634	392	213	255	404	724	41	563	726
SL1344_2548		-	2730253	2730318	8	3	7	8	10	7	13	7
SL1344_2549		+	2730700	2730927	5	4	6	15	28	9	2	3
SL1344_2550		-	2731024	2731602	0	1	0	0	0	0	0	0
SL1344_2551		-	2731592	2732416	1	1	0	1	1	1	2	2
SL1344_2552		-	2732413	2734785	1	1	1	1	1	1	1	2
SL1344_2552A		-	2734839	2735081	1	3	0	1	1	1	1	2
SL1344_2553		-	2735120	2738482	1	1	1	1	1	1	1	1
SL1344_2554		-	2738544	2739191	1	1	0	1	1	1	1	1
SL1344_2555		-	2739089	2739826	3	3	2	2	2	4	3	4
SL1344_2556		-	2739833	2740534	5	5	4	3	5	7	6	10
SL1344_2557		-	2740541	2740870	7	4	6	6	6	7	6	8
SL1344_2558		-	2740873	2743968	3	2	1	1	2	3	4	3
STnc3770		+	2743288	2743373	84	258	202	77	149	42	91	126
SL1344_2559		-	2743940	2744257	2	0	1	0	1	2	3	2
SL1344_2560		-	2744275	2744670	1	0	0	0	0	2	1	1
SL1344_2561		-	2744721	2745467	4	4	5	2	5	4	6	9
SL1344_2562		-	2745475	2745876	2	2	1	0	2	5	2	4
SL1344_2563	gipA	+	2745865	2747115	409	410	463	395	371	153	554	526
SL1344_2564		-	2747164	2747742	3	1	1	2	2	3	4	6
SL1344_2565		-	2747770	2748153	6	3	4	5	6	9	9	8
SL1344_2566		-	2748164	2748523	3	1	1	2	1	8	4	3
SL1344_2567		-	2748581	2749609	4	3	2	3	3	6	4	5
SL1344_2568		-	2749664	2750011	1	1	2	0	2	2	1	3
SL1344_2569		-	2750024	2751472	1	1	0	1	1	2	2	2
SL1344_2570		-	2751510	2753090	3	2	2	2	2	4	3	5
SL1344_2571		-	2753087	2753290	1	1	0	0	0	3	2	1
SL1344_2572		-	2753274	2755205	2	2	0	1	1	2	2	2
SL1344_2573		-	2755177	2755722	0	2	0	1	1	1	2	1
SL1344_2574		+	2756009	2756410	20	13	11	17	52	29	25	27
STnc1920		+	2756549	2756646	75	61	137	105	148	113	74	201
SL1344_2575		-	2756646	2757119	2	1	0	1	1	2	2	2
SL1344_2576		-	2757116	2757568	1	1	1	0	1	1	2	2
SL1344_2577		+	2758157	2758843	15	12	26	9	21	29	28	18
IsrI		-	2759265	2759018	11	39	7	10	37	12	15	25
STnc2080		-	2759518	2759410	322	420	467	407	632	311	363	759
IsrJ		-	2759717	2759646	541	452	489	690	1536	460	665	704
SL1344_2578		-	2759753	2760316	21	36	7	29	22	30	31	10
STnc1160		-	2760451	2760372	4342	1317	4514	5030	5517	451	6553	4978
IsrK		-	2760556	2760480	892	1048	517	949	766	198	1380	551
SL1344_2579		-	2760589	2761266	1	2	1	0	1	2	1	0
SL1344_2580		-	2761263	2761403	0	0	0	0	1	0	0	0
SL1344_2581		-	2761400	2762011	1	1	0	0	1	0	0	1
SL1344_2582		-	2762220	2762822	35	46	13	34	39	26	44	61
SL1344_2583		-	2762857	2763105	78	84	60	51	858	80	150	94
SL1344_2584		-	2763222	2763455	126	117	252	90	1435	169	196	160
SL1344_2585		-	2763714	2763905	87	105	156	129	315	226	196	224
SL1344_2586		-	2764017	2764298	5	8	4	5	12	10	11	9
SL1344_2587		-	2764291	2764944	3	4	3	3	11	7	4	4
SL1344_2588		-	2764947	2765417	4	2	1	2	10	4	3	2
SL1344_2589		-	2765419	2766084	2	2	1	2	4	4	2	3
SL1344_2590	gpP	-	2766099	2766791	1	0	0	0	2	2	1	1
SL1344_2591	gpO	-	2766788	2767693	3	2	2	2	12	5	6	4
STnc1390		+	2767704	2767767	2461	1681	2719	2450	3145	322	2771	2473
SL1344_2592	cIIa	-	2767785	2768207	1	1	0	1	5	4	1	3
SL1344_2593		+	2768450	2768833	590	821	859	547	797	442	639	496
SL1344_2594		+	2768985	2770070	710	895	936	671	927	961	936	729
SL1344_2595		-	2770178	2770384	4	4	10	7	12	10	7	10
SL1344_2596		+	2770636	2770791	2	4	1	4	8	11	5	2
STnc1400		-	2771060	2770951	1563	1220	2440	1577	1033	96	1664	821
SL1344_2597	recEb	+	2771095	2774295	1	1	1	1	1	3	2	2
SL1344_2597A		+	2774306	2775415	1	0	0	1	1	0	1	1
SL1344_2598		+	2775458	2775697	0	0	0	0	0	0	1	0
SL1344_2599		+	2775738	2776022	3	1	0	0	1	5	4	5
SL1344_2600		-	2776000	2777229	14	19	6	8	9	15	12	6
SL1344_2601	rseC	-	2777727	2778206	50	96	23	24	34	32	34	27
SL1344_2602	rseB	-	2778203	2779159	76	105	37	44	74	87	78	61
SL1344_2603	rseA	-	2779159	2779809	93	173	42	60	127	96	102	87
SL1344_2604	rpoE	-	2779841	2780416	140	364	60	78	216	161	152	141
SL1344_2605	nadB	+	2780841	2782463	5	7	3	3	7	5	6	4
SL1344_2606	yfiC	-	2782448	2783185	29	40	20	20	34	46	33	13
SL1344_2607	srmB	+	2783316	2784650	80	67	37	76	42	90	61	28
SL1344_2608	yfiE	-	2784668	2785567	10	18	8	5	27	18	12	17
SL1344_2609	yfiK	+	2785670	2786257	3	5	2	3	5	6	5	4
SL1344_2610	yfiD	-	2786319	2786702	23	9	26	7	38	22	23	708
SL1344_2611	ung	+	2787021	2787710	82	78	73	64	208	120	91	93
SL1344_2612	yfiF	-	2787826	2788863	54	82	24	58	17	56	33	19
SL1344_2613	trxC	+	2789067	2789486	154	291	114	170	205	145	179	35
SL1344_2614	yfiP	+	2789559	2790239	47	49	17	20	16	46	40	25
SL1344_2615	yfiQ	+	2790293	2792953	35	27	25	11	14	61	26	53
SL1344_2616	pssA	+	2793068	2794423	84	112	33	62	49	105	68	55
SL1344_2617	yfiM	+	2794468	2794791	26	39	8	18	5	23	21	15
SL1344_2618	kgtP	-	2794788	2796089	6	21	5	7	39	12	9	8
SL1344_2619		-	2796193	2796648	2	9	1	2	15	5	4	6
SL1344_2620	clpB	-	2802529	2805102	390	286	304	316	615	483	713	484
SL1344_2621	yfiH	-	2805232	2805963	108	74	36	90	112	145	99	76
SL1344_2622	rluD	-	2805960	2806940	77	82	52	93	103	114	75	47
SL1344_2623	yfiO	+	2807072	2807809	128	190	63	84	103	201	137	72
STnc3160		-	2807900	2807810	70	96	52	79	81	90	103	287
SL1344_2624	yfiA	+	2808081	2808419	207	477	5561	61	1603	1456	662	17812
STnc2090		+	2808306	2808464	110	116	149	44	450	443	367	34641
sRNA3		+	2808504	2808645	392	2460	1974	419	1360	621	598	765
SL1344_2625	pheA	+	2808670	2809830	14	25	10	9	54	26	24	12
SL1344_2626		-	2809791	2810699	5	6	2	3	18	7	6	4
STnc3790		+	2810663	2810737	8	42	26	5	43	19	11	46
SL1344_2627	tyrA	-	2810757	2811824	34	33	18	22	57	39	36	25
SL1344_2628	aroF	-	2811888	2812958	26	42	25	20	75	46	33	27
SL1344_2629	yfiR	+	2813398	2813916	25	40	15	16	21	21	26	42
SL1344_2630	yfiN	+	2813909	2815129	15	22	11	6	9	12	13	20
SL1344_2631	int	-	2815382	2816431	89	77	57	70	147	117	115	55
SL1344_2632		-	2816456	2816794	147	120	156	100	296	226	213	83
SL1344_2633		-	2816803	2817648	88	61	42	57	140	111	109	39
SL1344_2634		+	2817762	2818115	0	0	1	0	6	1	0	0
SL1344_2635	cIIb	+	2818166	2818675	0	0	0	0	1	1	1	0
SL1344_2636		+	2818683	2818883	0	1	0	0	1	0	1	0
SL1344_2637		+	2818847	2819185	1	0	0	0	1	0	0	0
SL1344_2638		+	2819253	2819480	0	0	0	0	1	0	0	0
SL1344_2639		+	2819480	2819704	0	0	0	0	0	0	0	1
SL1344_2640		+	2819701	2820222	0	0	0	0	1	1	0	0
SL1344_2641		+	2820291	2823074	0	1	1	1	1	1	1	1
SL1344_2642	gpF	+	2823088	2823573	4	2	3	8	5	7	5	5
SL1344_2643	gpD	+	2823570	2824736	2	1	2	3	4	3	3	5
SL1344_2644		+	2824931	2825620	50	62	78	18	31	223	47	164
STnc3800		-	2825000	2824672	127	100	121	201	273	144	192	217
SL1344_2645	gpB	+	2825697	2825915	54	58	71	22	70	115	75	398
SL1344_2646	rpl19	-	2826061	2826408	2018	1685	779	1953	961	2595	1096	280
SL1344_2647	trmD	-	2826449	2827216	1428	739	187	1437	344	1233	771	96
SL1344_2648	rimM	-	2827261	2827809	2733	1154	206	2745	523	2055	1519	175
SL1344_2649	rps16	-	2827828	2828076	1489	1179	1784	2595	780	2361	1126	144
SL1344_2650	ffh	-	2828390	2829751	90	119	23	65	76	105	72	66
SL1344_2651	corE	+	2829917	2830708	83	89	53	54	59	83	73	24
SL1344_2652	corB	+	2830773	2832014	59	69	41	42	23	54	55	15
STnc4230		+	2831934	2832038	219	229	514	278	88	227	268	80
SL1344_2653		+	2832135	2832740	29	53	26	24	38	27	31	29
SL1344_2654	grpE	-	2832775	2833365	924	790	235	489	1724	933	1476	307
SL1344_2655	ppnK	+	2833488	2834366	17	25	8	7	19	29	21	21
SL1344_2656	recN	+	2834452	2836113	51	60	35	27	85	48	41	21
SL1344_2657	smpA	+	2836262	2836600	336	313	228	196	305	321	296	203
SL1344_2658	rnfH	-	2836766	2837056	78	55	26	75	74	138	105	80
SL1344_2659	yfjG	-	2837046	2837501	134	119	140	103	191	231	152	134
SL1344_2660	smpB	+	2837672	2838154	177	308	170	156	240	173	227	106
SL1344_2661	bapA	+	2838768	2850242	2	1	1	2	2	1	2	1
SL1344_2662		+	2850307	2851716	1	1	0	0	1	1	2	0
IsrL		-	2850588	2850244	8	11	10	14	11	21	14	17
STnc3070		-	2851225	2851166	190	86	655	162	562	340	323	959
SL1344_2663		+	2851713	2853893	1	1	1	1	1	1	1	1
SL1344_2664		+	2853901	2855064	1	1	1	1	2	1	2	1
SL1344_2665		-	2855616	2855834	6	10	6	10	26	14	10	15
SL1344_2666		-	2855903	2857003	1	1	0	1	1	2	1	1
SL1344_2667	gpU	-	2857000	2857485	1	1	1	1	1	2	2	1
SL1344_2668		-	2857482	2860289	1	1	1	1	0	1	1	1
SL1344_2669	gpE'	-	2860282	2860401	0	0	0	1	1	1	2	0
SL1344_2670	gpE	-	2860416	2860718	1	3	1	1	3	3	2	2
SL1344_2671		-	2860773	2861288	1	1	1	1	1	1	3	1
SL1344_2672		-	2861298	2862470	1	1	1	1	1	1	1	0
SL1344_2673		-	2862587	2862790	2	3	1	3	5	5	2	1
SL1344_2674	sopE	+	2863004	2863726	9	8	14	9	10	7	6	7
SL1344_2675		-	2863923	2864330	4	4	2	1	9	4	5	1
SL1344_2676		-	2864337	2865956	1	1	1	0	1	3	2	1
SL1344_2677	gpI	-	2865953	2866558	2	1	0	1	1	1	1	1
SL1344_2678	gpJ	-	2866551	2867459	1	1	0	1	0	1	1	0
SL1344_2679	gpW	-	2867446	2867805	0	0	0	1	1	0	0	0
SL1344_2680		-	2867802	2868380	0	0	0	0	0	0	0	0
SL1344_2681		-	2868449	2868895	1	1	0	0	0	1	1	0
SL1344_2682		-	2868888	2869319	0	0	0	0	0	1	0	0
SL1344_2683		-	2869282	2869485	0	1	0	0	0	1	0	0
SL1344_2684		-	2869415	2869843	1	1	0	0	0	1	1	0
SL1344_2685		-	2869840	2870214	0	0	0	0	0	1	0	0
SL1344_2686	nucD2	-	2870219	2870689	0	1	0	0	1	1	1	1
SL1344_2687	nucE2	-	2870709	2870924	0	1	0	0	0	0	0	0
SL1344_2688		-	2870928	2871131	1	1	0	0	0	0	1	0
SL1344_2689		-	2871131	2871595	1	2	0	0	0	1	0	0
SL1344_2690		-	2871689	2872342	0	0	1	0	0	0	0	1
SL1344_2691		-	2872346	2873428	0	0	0	0	0	0	0	1
SL1344_2692		-	2873445	2874278	0	0	0	0	0	0	0	0
SL1344_2693		+	2874421	2876187	0	0	0	0	0	0	0	0
SL1344_2694		+	2876187	2877218	0	0	0	0	1	0	0	0
SL1344_2695		-	2877245	2878222	64	202	189	38	119	247	68	210
SL1344_2696		-	2878212	2878793	97	270	507	53	160	793	115	610
SL1344_2697		-	2879070	2879447	351	400	458	287	1308	689	592	614
SL1344_2698		-	2879425	2880480	185	203	262	131	512	359	305	620
SL1344_2699		-	2880640	2880873	52	66	70	29	117	35	43	27
SL1344_2700		-	2880885	2881073	56	63	69	32	189	70	45	23
SL1344_2701		-	2881397	2883640	2	3	2	2	3	3	3	3
SL1344_2702		-	2883631	2884488	1	2	1	2	5	2	3	3
SL1344_2703		-	2884485	2884712	0	0	0	0	1	2	1	1
SL1344_2704		-	2885007	2885348	1	4	1	1	2	1	1	2
SL1344_2705		-	2885312	2885608	8	9	9	17	6	4	9	10
SL1344_2706	cIIc	-	2885953	2886462	1	2	2	1	4	3	1	1
SL1344_2707	apl	-	2886495	2886743	2	2	1	2	10	5	2	2
SL1344_2708	cI	+	2886920	2887495	76	58	50	48	79	121	105	38
SL1344_2709		+	2887497	2888522	33	26	19	15	27	45	37	15
SL1344_2710		+	2888519	2889730	42	54	42	17	64	83	70	26
SL1344_2712		+	2890073	2891269	8	10	4	7	33	13	10	8
SL1344_2713		-	2891273	2892970	136	179	253	81	232	368	205	307
SL1344_2714		-	2892957	2893190	109	121	167	63	216	315	156	237
SL1344_2715		-	2893177	2893725	120	149	228	68	250	412	193	368
SL1344_2716		-	2894442	2895008	0	0	0	0	1	0	1	0
SL1344_2717		-	2895025	2895267	1	2	3	1	3	2	4	1
SL1344_2718		-	2895264	2896067	1	1	1	1	1	1	2	1
SL1344_2719		+	2896802	2897353	1052	408	888	961	1117	62	998	1225
SL1344_2720		+	2897350	2897577	7	4	1	5	2	3	4	1
SL1344_2721		+	2897574	2897894	5	5	2	4	1	3	3	2
SL1344_2722		+	2897858	2900242	5	4	3	4	2	8	7	3
SL1344_2723		+	2900734	2901979	1	0	2	0	0	8	1	16
SL1344_2725		+	2901981	2902619	1	1	0	0	1	1	0	5
SL1344_2726		+	2903009	2904202	61	95	82	56	109	77	81	29
SL1344_2727		-	2904537	2905364	37	115	70	39	175	93	75	70
SL1344_2728		+	2905815	2906030	3	1	1	2	2	2	3	2
SL1344_2729		+	2906066	2908135	1	1	0	0	0	0	1	0
SL1344_2730		+	2908638	2909921	207	208	318	188	303	505	352	213
SL1344_2731		+	2909966	2910784	104	117	173	71	139	252	170	92
SL1344_2732		-	2910939	2911229	187	145	277	193	120	382	216	203
SL1344_2733		+	2911390	2911674	5	5	2	2	3	4	5	3
SL1344_2734		+	2911787	2912308	0	1	0	0	0	0	0	0
SL1344_2735		+	2912305	2912679	1	1	0	1	1	0	1	0
SL1344_2736		+	2912676	2913656	0	1	0	0	0	0	0	0
SL1344_2737		+	2913667	2914680	1	1	1	1	1	1	1	1
SL1344_2738		+	2914975	2916177	41	31	45	21	36	28	32	10
SL1344_2739	hxlA	-	2916251	2916886	1	2	1	2	1	1	1	2
SL1344_2740	hxlB	-	2916910	2917473	1	0	0	1	1	1	0	0
SL1344_2741		-	2917473	2918315	0	1	0	1	0	0	0	1
SL1344_2742		-	2918445	2919986	0	0	1	0	0	0	0	1
SL1344_2743		+	2920209	2921888	0	0	0	1	0	1	0	11
SL1344_2744		+	2923005	2923880	1	1	0	0	1	1	1	1
SL1344_2745		+	2924046	2925920	13	17	20	13	21	23	19	6
SL1344_2746		-	2926180	2927463	19	26	25	16	71	37	27	24
IsrM		+	2927616	2927944	1	3	2	0	4	1	3	6
SL1344_2747		+	2928000	2928911	17	23	15	12	25	34	23	35
SL1344_2747A		-	2928907	2929495	3	3	1	2	2	6	4	5
IsrN		+	2929501	2929643	1	1	0	0	1	1	0	0
SL1344_2750		-	2929642	2929908	6	12	9	9	9	12	14	12
SL1344_2751		-	2930361	2930999	189	297	193	86	119	327	325	105
SL1344_2752		-	2930996	2932978	242	354	293	175	226	529	479	216
SL1344_2753		+	2933257	2933556	7	6	22	5	9	13	8	9
