locus_tag	common gene name	strand	start	end	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_2732		-	2910939	2911229	119	125	122	144	195	145
SL1344_2733		+	2911390	2911674	4	5	4	3	4	6
SL1344_2734		+	2911787	2912308	1	1	1	2	1	1
SL1344_2735		+	2912305	2912679	1	0	1	2	2	2
SL1344_2736		+	2912676	2913656	1	1	1	1	0	1
SL1344_2737		+	2913667	2914680	1	2	2	1	1	1
SL1344_2738		+	2914975	2916177	10	8	9	6	2	11
SL1344_2739	hxlA	-	2916251	2916886	1	2	2	2	2	1
SL1344_2740	hxlB	-	2916910	2917473	1	1	1	1	0	1
SL1344_2741		-	2917473	2918315	1	1	1	1	0	1
SL1344_2742		-	2918445	2919986	1	1	1	1	0	0
SL1344_2743		+	2920209	2921888	1	1	1	0	0	0
SL1344_2744		+	2923005	2923880	1	1	1	2	1	1
SL1344_2745		+	2924046	2925920	9	6	7	13	1	10
SL1344_2746		-	2926180	2927463	11	8	9	18	4	25
IsrM		+	2927616	2927944	3	1	2	5	1	3
SL1344_2747		+	2928000	2928911	22	19	20	15	17	26
SL1344_2747A		-	2928907	2929495	4	3	4	4	3	5
IsrN		+	2929501	2929643	0	0	0	0	0	0
SL1344_2750		-	2929642	2929908	15	14	15	16	7	10
SL1344_2751		-	2930361	2930999	67	61	64	59	12	75
SL1344_2752		-	2930996	2932978	104	81	93	105	17	189
SL1344_2753		+	2933257	2933556	5	6	5	6	8	8
SL1344_2754		+	2933553	2934419	1	2	2	1	1	2
SL1344_2755	fljA	-	2935199	2935738	5	2	3	5	3	10
SL1344_2756	fljB	-	2935806	2937326	9	8	9	23	11	23
SL1344_2757	hin	+	2937418	2937990	25	17	21	57	6	33
SL1344_2758	iroB	+	2938953	2940068	1	0	0	0	98	4
SL1344_2759	iroC	+	2940149	2943802	1	1	1	1	8	5
SL1344_2760	iroD	+	2943912	2945156	2	1	2	1	0	3
SL1344_2761	iroE	+	2945188	2946123	3	3	3	3	2	3
SL1344_2762	iroN	-	2946165	2948345	11	7	9	7	69	7
SL1344_2763	pipB2	-	2949378	2950430	2456	2067	2262	1958	561	312
SL1344_2764	virK	+	2950949	2951878	2314	2337	2325	1691	290	220
SL1344_2765	mig-14	+	2952171	2953067	1314	1361	1337	552	132	152
SL1344_2767	nixA	-	2953789	2954802	13	12	13	24	18	22
SL1344_2768	tctE	-	2954935	2956350	8	8	8	5	4	6
SL1344_2769	tctD	-	2956337	2957011	7	7	7	4	5	7
SL1344_2770		+	2957166	2958143	3	2	3	4	5	8
SL1344_2771		+	2958155	2958589	1	1	1	1	0	2
SL1344_2772		+	2958600	2960114	3	2	3	3	3	4
SL1344_2773	csiD	+	2960408	2961394	6	5	6	10	6	5
SL1344_2774	ygaF	+	2961420	2962688	5	5	5	8	2	3
SL1344_2775	gabD	+	2962710	2964158	5	5	5	9	1	2
SL1344_2776	gabT	+	2964173	2965456	7	6	7	11	2	2
SL1344_2777	gabP	+	2965586	2966986	6	6	6	9	5	6
SL1344_2778	ygaE	+	2967028	2967705	9	7	8	13	4	13
SL1344_2779	ygaU	-	2967727	2968176	149	120	135	432	68	202
SL1344_2780	yqaE	-	2968276	2968434	60	74	67	315	80	268
SL1344_2781		+	2968677	2968916	8	9	8	14	8	113
SL1344_2782	ygaP	+	2968926	2969453	8	5	7	8	6	107
SL1344_2783	stpA	-	2969801	2970202	326	358	342	416	154	482
SL1344_2784		+	2970901	2971350	12	10	11	171	69	72
SL1344_2785	ygaC	-	2971385	2971735	18	15	17	13	4	9
SL1344_2786	ygaM	+	2971885	2972223	241	158	200	361	24	105
SL1344_2787		-	2972307	2973641	6	7	6	9	6	9
SL1344_2788		+	2973730	2974161	4	4	4	3	1	8
SL1344_2789		+	2974158	2974334	1	1	1	1	1	3
STnc3080		-	2974404	2974260	1	1	1	2	135	31
SL1344_2790	nrdH	+	2974433	2974678	4	3	4	1	40	19
SL1344_2791	nrdI	+	2974675	2975085	1	1	1	0	4	7
SL1344_2792	nrdE	+	2975058	2977202	2	2	2	1	2	9
SL1344_2793	nrdF	+	2977213	2978172	9	10	10	10	19	44
SL1344_2794	proV	+	2978527	2979729	24	22	23	15	24	147
SL1344_2795	proW	+	2979722	2980786	11	13	12	9	16	94
SL1344_2796	proX	+	2980856	2981851	12	17	14	10	16	37
SL1344_2797		+	2982016	2983200	5	8	7	13	4	16
SL1344_2798	emrR	+	2983697	2984227	100	96	98	135	20	200
SL1344_2799	emrA	+	2984354	2985526	27	28	28	24	8	59
SL1344_2800	emrB	+	2985543	2987081	21	22	21	18	3	37
SL1344_2801		-	2987130	2988500	4	4	4	6	4	7
SL1344_2802	luxS	-	2988846	2989361	176	146	161	146	63	60
MicA		+	2989429	2989502	2359	1389	1874	29592	3856	3130
SL1344_2803	gshA	-	2989511	2991067	55	53	54	46	12	35
SL1344_2804	yqaA	-	2991144	2991569	61	62	61	58	10	58
SL1344_2805	yqaB	-	2991566	2992132	75	65	70	53	37	67
SL1344_2806	csrA	-	2993527	2993712	787	1017	902	862	735	869
SL1344_2807	alaS	-	2993947	2996577	106	99	103	59	21	33
SL1344_2808	oraA	-	2996813	2997313	18	21	19	28	6	27
SL1344_2809	recA	-	2997430	2998491	141	119	130	129	737	180
SL1344_2810	ygaD	-	2998576	2999073	58	47	53	58	9	33
SL1344_2811	mltB	-	2999551	3000630	44	42	43	71	7	29
SL1344_2812	srlA	+	3000884	3001447	1	2	1	2	11	1
SL1344_2813	srlE	+	3001444	3002415	1	1	1	1	2	1
SL1344_2814	slrB	+	3002427	3002789	2	1	2	3	2	1
SL1344_2815	gutD	+	3002801	3003580	11	8	9	8	3	3
SL1344_2816	gutM	+	3003656	3004015	40	24	32	36	13	23
SL1344_2817	srlR	+	3004213	3004986	27	21	24	22	5	15
SL1344_2818	gutQ	+	3004979	3005944	27	19	23	25	5	14
SL1344_2819	norR	-	3005941	3007461	5	5	5	6	6	8
SL1344_2820	norV	+	3007647	3009086	2	2	2	5	2	49
SL1344_2821	norW	+	3009083	3010216	2	1	1	2	0	27
C0664		+	3010214	3010321	1	2	1	1	0	87
SL1344_2822	hydA	-	3010313	3012553	13	10	12	13	2	4
SL1344_2823	hydN	-	3012699	3013244	2	2	2	2	1	1
SL1344_2824		-	3013445	3014254	5	7	6	8	2	3
SL1344_2825	hycI	-	3014281	3014751	9	7	8	8	1	5
SL1344_2826	hycH	-	3014744	3015154	12	6	9	15	2	5
SL1344_2827	hycG	-	3015151	3015918	5	4	4	6	1	2
SL1344_2828	hycF	-	3015918	3016460	6	4	5	5	1	1
SL1344_2829	hycE	-	3016470	3018179	3	2	2	3	1	1
SL1344_2830	hycD	-	3018197	3019120	1	1	1	1	1	1
SL1344_2831	hycC	-	3019123	3020949	2	2	2	1	1	1
SL1344_2832	hycB	-	3020949	3021557	0	1	1	0	0	1
SL1344_2833	hycA	-	3021703	3022164	1	2	2	0	1	1
SL1344_2834		+	3022374	3022730	49	43	46	41	13	7
SL1344_2835	hypB	+	3022799	3023671	33	29	31	15	3	3
SL1344_2836	hypC	+	3023662	3023934	33	33	33	14	5	4
SL1344_2837	hypD	+	3023934	3025055	24	18	21	11	2	3
SL1344_2838	hypE	+	3025052	3026062	32	26	29	16	3	6
SL1344_2839	fhlA	+	3026281	3028359	12	11	11	18	2	10
SL1344_2840	ygbA	-	3028421	3028765	7	8	7	11	63	195
SL1344_2841	sitA	+	3028947	3029864	12	11	11	8	710	18
SL1344_2842	sitB	+	3029861	3030682	8	7	8	6	220	11
SL1344_2843	sitC	+	3030679	3031539	6	6	6	5	102	13
SL1344_2844	sitD	+	3031530	3032378	12	14	13	12	72	22
SL1344_2845	avrA	-	3032477	3033382	59	57	58	68	89	129
SL1344_2846	sprB	-	3033543	3034298	4	7	5	5	3	16
SL1344_2847	hilC	-	3034683	3035570	24	31	28	17	5	51
SL1344_2848	orgC	-	3035915	3036367	261	256	258	57	10	29
SL1344_2849	orgB	-	3036364	3037044	275	263	269	54	4	21
SL1344_2850	orgA	-	3037001	3037600	34	27	30	18	11	36
STnc4240		+	3037101	3037394	95	86	91	54	12	155
SL1344_2851	prgK	-	3037572	3038330	16	14	15	15	15	29
SL1344_2852	prgJ	-	3038327	3038632	11	10	10	9	7	29
SL1344_2853	prgI	-	3038651	3038893	7	5	6	7	5	18
STnc3020		+	3038687	3038786	261	321	291	312	94	75
SL1344_2854	prgH	-	3038918	3040096	3	4	4	9	14	24
SL1344_2855	hilD	+	3040412	3041341	42	38	40	67	31	129
SL1344_2856	hilA	+	3042432	3044093	3	2	2	4	2	9
SL1344_2857	iagB	+	3044111	3044593	8	6	7	14	10	26
SL1344_2858	sptP	-	3044647	3046278	36	36	36	27	28	114
SL1344_2859	sicP	-	3046265	3046657	65	60	63	46	44	235
SL1344_2860	iacP	-	3046988	3047236	62	49	56	57	44	182
SL1344_2861	sipA	-	3047255	3049312	7	5	6	8	4	15
STnc1410		+	3048830	3049012	35	38	37	68	101	126
SL1344_2862	sipD	-	3049331	3050362	4	4	4	10	5	16
SL1344_2863	sipC	-	3050433	3051662	8	7	7	21	22	39
SL1344_2864	sipB	-	3051690	3053471	5	5	5	11	19	33
SL1344_2865	sicA	-	3053474	3053971	5	5	5	16	31	59
SL1344_2866	spaS	-	3054109	3055179	2	2	2	3	1	2
SL1344_2867	spaR	-	3055166	3055957	2	2	2	3	2	4
SL1344_2868	spaQ	-	3055961	3056221	5	4	4	6	4	5
SL1344_2869	spaP	-	3056247	3056921	3	2	2	4	2	6
SL1344_2870	spaO	-	3056911	3057822	2	2	2	3	1	1
SL1344_2871	invJ	-	3057822	3058832	2	1	2	3	1	3
SL1344_2872	invI	-	3058832	3059275	2	3	2	4	0	3
SL1344_2873	invC	-	3059253	3060548	3	3	3	5	3	6
SL1344_2874	invB	-	3060545	3060952	8	8	8	11	14	20
SL1344_2875	invA	-	3060976	3063033	4	4	4	7	2	20
SL1344_2876	invE	-	3063058	3064176	2	3	2	6	1	21
SL1344_2877	invG	-	3064173	3065861	2	2	2	6	3	16
SL1344_2878	invF	-	3065858	3066508	1	2	2	5	9	16
SL1344_2879	invH	+	3066965	3067408	6	4	5	5	2	16
InvR		+	3067500	3067579	239	301	270	500	1565	2042
SL1344_2880		+	3067839	3068288	57	60	58	61	14	98
SL1344_2881		+	3068273	3068620	25	24	25	23	3	69
SL1344_2882		-	3068893	3069219	76	58	67	147	5	105
SL1344_2883		+	3069460	3069567	0	1	0	2	0	1
SL1344_2884		+	3069908	3070198	108	96	102	130	171	139
SL1344_2885		+	3070195	3070722	32	27	29	30	17	25
SL1344_2885A		-	3070798	3071012	2	2	2	2	2	2
SL1344_2886	pphB	+	3071347	3072003	5	5	5	6	5	13
SL1344_2887		-	3072175	3072696	2	2	2	5	1	4
SL1344_2888	mutS	+	3072897	3075422	25	22	23	18	9	28
SL1344_2889		-	3075478	3075858	5	4	4	3	2	3
SL1344_2890		-	3075855	3077063	1	2	2	1	1	2
SL1344_2891		+	3077151	3078083	5	4	4	5	3	5
SL1344_2892		-	3078125	3079621	4	3	3	3	3	4
SL1344_2893		-	3079618	3080568	1	1	1	1	0	1
SL1344_2894	hyi	-	3080608	3081369	2	1	1	1	0	1
SL1344_2895	ygbL	-	3081374	3082012	0	0	0	1	1	2
SL1344_2896	ygbK	-	3082009	3083271	1	0	0	1	0	0
SL1344_2897	ygbJ	-	3083265	3084188	1	0	0	1	1	0
SL1344_2898	ygbI	+	3084385	3085149	12	8	10	11	7	10
SL1344_2899		-	3085168	3085572	24	25	25	23	37	33
SL1344_2900		+	3085743	3086336	8	7	7	8	2	1
SL1344_2901		+	3086336	3087763	3	2	2	2	0	1
SL1344_2902		+	3087774	3088010	5	5	5	1	1	1
SL1344_2903	rpoS	-	3088055	3089047	821	678	749	560	434	614
SL1344_2904	nlpD	-	3089110	3090243	1471	1045	1258	794	735	700
SL1344_2905	pcm	-	3090419	3091045	68	63	65	64	12	58
SL1344_2906	surE	-	3091039	3091800	54	49	52	45	25	40
SL1344_2907	truD	-	3091781	3092830	36	40	38	33	9	20
SL1344_2908	ispF	-	3092827	3093306	33	31	32	24	3	11
SL1344_2909	ispD	-	3093306	3094016	34	28	31	34	2	19
SL1344_2910	ftsB	-	3094035	3094346	62	64	63	58	6	29
SL1344_2911	ygbE	-	3094537	3094893	103	109	106	128	46	34
SL1344_2912	cysC	-	3094911	3095516	179	174	177	157	106	37
SL1344_2913	cysN	-	3095503	3096942	135	119	127	111	65	35
SL1344_2914	cysD	-	3096952	3097860	222	186	204	186	119	106
SL1344_2915	iap	+	3098111	3099157	15	11	13	18	6	14
SL1344_2916	ygbF	-	3100256	3100552	14	10	12	17	5	11
SL1344_2917		-	3100549	3101469	8	9	9	7	2	5
SL1344_2918	ygcH	-	3101466	3102116	4	5	5	3	1	3
SL1344_2919		-	3102098	3102844	5	4	5	4	1	3
SL1344_2920	yghJ	-	3102855	3103913	6	4	5	6	1	3
SL1344_2921		-	3103927	3104487	4	3	3	3	1	2
SL1344_2922		-	3104484	3106040	2	2	2	2	1	2
SL1344_2923	ygcB	-	3106052	3108715	1	2	1	1	1	1
SL1344_2924	sopD	+	3109160	3110113	7	8	8	6	17	12
STnc3140		-	3109981	3109885	1559	1201	1380	1261	113	288
SL1344_2925	cysH	-	3110201	3110935	125	116	120	63	14	16
SL1344_2926	cysI	-	3111011	3112723	205	180	193	96	64	56
SL1344_2927	cysJ	-	3112723	3114522	116	104	110	66	28	87
SL1344_2928	ptpS	+	3114946	3115308	37	42	39	18	11	10
SL1344_2929		-	3115396	3116193	7	9	8	12	5	11
SL1344_2930	ygcF	-	3118020	3118691	55	54	54	64	46	54
SL1344_2931	eno	-	3118827	3120125	604	589	597	452	121	120
SL1344_2932	pyrG	-	3120208	3121845	217	187	202	191	107	130
SL1344_2933	mazG	-	3122073	3122873	24	23	23	33	9	21
SL1344_2934		+	3123527	3123631	0	0	0	1	0	1
SL1344_2935		-	3123641	3123898	89	76	82	122	134	158
SL1344_2936		-	3123903	3124178	147	117	132	130	77	199
SL1344_2937	relA	-	3124343	3126577	159	145	152	93	69	61
SL1344_2938	rumA	-	3126629	3127924	206	169	187	151	157	64
SL1344_2939	barA	+	3127982	3130738	13	13	13	15	6	10
SL1344_2940		-	3130782	3131924	10	7	9	13	3	9
SL1344_2941	gudD	-	3132002	3133342	8	6	7	7	2	4
SL1344_2942	ygcY	-	3133363	3134703	7	4	5	6	1	4
SL1344_2943	gudT	-	3134700	3136058	3	3	3	4	1	2
SL1344_2944		-	3136539	3136988	141	124	132	84	54	106
SL1344_2945	yqcB	-	3137007	3137789	8	10	9	8	2	2
SL1344_2946	yqcC	-	3137789	3138118	22	26	24	22	4	8
CsrB		-	3138522	3138160	585	729	657	1483	3104	4114
SL1344_2947	syd	-	3138730	3139275	81	77	79	47	14	44
SL1344_2948	queF	+	3139344	3140192	28	29	29	33	30	23
SL1344_2949	ygdH	+	3140305	3141669	72	68	70	48	42	55
SL1344_2950	sdaC	+	3142234	3143523	8	8	8	6	3	3
SL1344_2951	sdaB	+	3143582	3144949	9	10	10	11	4	9
SL1344_2952	exo	+	3145060	3145875	16	17	16	19	3	14
SL1344_2953	fucO	-	3145967	3147115	3	2	2	2	1	2
SL1344_2954	fucA	-	3147132	3147779	0	1	1	1	0	1
SL1344_2955	fucP	+	3148334	3149650	0	0	0	0	0	0
SL1344_2956	fucI	+	3149682	3151457	1	1	1	0	0	0
SL1344_2957	fucK	+	3151558	3152976	0	1	0	1	0	0
SL1344_2958	fucU	+	3152978	3153400	2	1	2	2	1	2
SL1344_2959	fucR	+	3153458	3154168	13	11	12	10	4	7
SL1344_2960	ygdE	-	3154227	3155327	52	50	51	53	11	38
SL1344_2961	ygdD	-	3155320	3155715	48	54	51	50	13	37
SL1344_2962	gcvA	-	3155734	3156651	57	48	52	84	27	33
GcvB		+	3156779	3156979	48	41	44	483	391	188
SL1344_2963	ygdI	-	3156998	3157225	307	359	333	931	268	662
SL1344_2964	csdA	+	3157418	3158623	18	17	18	19	11	13
SL1344_2965	ygdK	+	3158623	3159066	18	19	19	14	4	13
SL1344_2966		+	3159339	3160253	2	4	3	2	1	5
SL1344_2967	ygdL	-	3160305	3161111	120	107	113	72	58	66
SL1344_2968	mltA	-	3161221	3162318	82	76	79	71	37	55
SL1344_2969	amiC	-	3162818	3164071	47	67	57	33	6	17
SL1344_2970	argA	+	3164304	3165635	219	191	205	105	21	50
SL1344_2971	recD	-	3165738	3167573	14	14	14	12	4	8
SL1344_2972	recB	-	3167570	3171115	23	21	22	22	7	19
SL1344_2973	ptr	-	3171108	3173996	17	15	16	17	5	16
SL1344_2974	recC	-	3174174	3177545	14	12	13	12	4	8
SL1344_2975	comQ	-	3177561	3177881	6	8	7	5	0	4
SL1344_2976	comP	-	3177866	3178273	3	6	5	3	1	2
SL1344_2977	comO	-	3178270	3178833	1	1	1	2	0	0
SL1344_2978	comN	-	3178824	3179294	1	1	1	1	0	1
SL1344_2979	thyA	-	3179479	3180273	58	58	58	31	6	31
SL1344_2980	lgt	-	3180280	3181155	55	67	61	45	11	40
SL1344_2981	ptsP	-	3181371	3183617	42	42	42	39	17	41
SL1344_2982	nudH	-	3183630	3184160	95	74	85	90	133	106
SL1344_2983	mutH	+	3184843	3185538	26	20	23	24	35	38
SL1344_2984	ygdQ	+	3185720	3186433	50	60	55	62	23	49
STnc3830		-	3186537	3186446	39	27	33	56	259	110
SL1344_2985	ygdR	+	3186603	3186821	35	47	41	120	44	122
SL1344_2986	tas	+	3187012	3188052	44	45	45	31	8	22
SL1344_2987	ygeD	-	3188139	3189341	18	17	17	12	3	11
SL1344_2988	aas	-	3189334	3191493	24	26	25	18	3	16
OmrA		-	3191670	3191584	737	834	785	1594	952	544
OmrB		-	3191870	3191785	2699	2934	2816	4780	3472	1654
SL1344_2989	galR	+	3192086	3193114	31	28	29	29	17	32
SL1344_2990		+	3193125	3194147	19	19	19	23	9	22
SL1344_2991	lysA	-	3194157	3195419	69	64	67	13	7	5
SL1344_2992	lysR	+	3195537	3196472	7	6	7	7	2	4
SL1344_2993	ygeA	-	3196444	3197151	52	46	49	36	12	33
SL1344_2994	araE	-	3197264	3198682	3	3	3	3	2	4
SL1344_2995	kduD	-	3199036	3199797	8	6	7	5	5	9
SL1344_2996	kduI	-	3199854	3200690	2	2	2	2	1	1
SL1344_2997	yqeF	-	3201120	3202298	10	9	9	7	6	6
SL1344_2998		-	3202421	3203284	11	10	11	14	4	13
SL1344_2999		+	3203361	3203843	14	12	13	17	11	15
SL1344_3000		+	3203985	3205214	7	5	6	7	5	19
SL1344_3001	yohL	-	3205245	3205517	52	44	48	218	225	119
SL1344_3002	yohM	+	3205639	3206475	10	7	9	53	7	9
SL1344_3003	STM325	-	3206685	3207383	3	4	4	6	2	3
SL1344_3004	STM325.1N	-	3207430	3207942	2	2	2	3	1	2
SL1344_3005	STM326	-	3208086	3209162	4	4	4	5	2	7
SL1344_3006	stdC	-	3209159	3209902	1	1	1	1	1	1
SL1344_3007	stdB	-	3209943	3212432	1	1	1	1	0	0
SL1344_3008	stdA	-	3212552	3213262	3	2	2	1	1	1
SL1344_3009		-	3213855	3214487	20	16	18	14	19	32
SL1344_3010		-	3214534	3215070	2	1	2	3	3	3
STnc290		-	3215717	3215639	588	504	546	924	1646	1739
SL1344_3011		-	3215876	3216274	69	70	70	63	347	99
SL1344_3012		-	3216274	3216501	255	195	225	281	1641	502
SL1344_3013		+	3217204	3218010	6	6	6	9	2	2
SL1344_3014		-	3218295	3219053	31	30	31	50	28	48
IsrO		+	3219100	3219300	33	32	32	72	26	48
SL1344_3015	idi	+	3219318	3219863	39	36	38	59	29	50
SL1344_3016	lysS	-	3219939	3221456	193	168	180	59	30	36
SL1344_3017	prfB	-	3221466	3222542	115	90	102	44	8	39
SL1344_3018	recJ	-	3222669	3224402	40	37	39	31	8	32
SL1344_3019	dsbC	-	3224408	3225082	46	34	40	33	10	30
SL1344_3020	xerD	-	3225145	3226041	34	33	33	24	9	26
SL1344_3021	fldB	+	3226154	3226675	34	31	32	32	27	26
SL1344_3022	ygfX	-	3226728	3227141	60	53	56	51	48	58
SL1344_3023	ygfY	-	3227122	3227388	86	67	76	77	68	55
SL1344_3024	ygfZ	+	3227638	3228618	61	55	58	75	19	22
SL1344_3025	yqfA	-	3228734	3229393	43	40	41	54	118	42
SL1344_3026	yqfB	-	3229557	3229868	59	57	58	40	52	98
SL1344_3027	bglA	+	3230027	3231460	22	19	21	19	14	16
SL1344_3028		-	3231508	3232401	7	4	5	8	2	9
SL1344_3029	gcvP	-	3232857	3235730	57	44	50	22	9	6
SL1344_3030	gcvH	-	3235893	3236282	218	177	197	102	51	29
SL1344_3031	gcvT	-	3236308	3237402	80	54	67	31	14	8
SL1344_3032	visC	-	3237857	3239059	45	43	44	52	9	25
SL1344_3033	ubiH	-	3239185	3240363	53	44	49	74	28	45
SL1344_3034	pepP	-	3240360	3241502	47	42	45	56	28	42
SL1344_3035	ygfB	-	3241702	3242280	67	51	59	70	51	59
SL1344_3036	ygfE	+	3242447	3242776	62	74	68	49	36	59
SsrS		+	3242594	3243000	50420	52693	51556	46468	49382	46018
SL1344_3037	ygfA	+	3243142	3243618	6	11	8	16	4	9
RygC		+	3243669	3243813	8115	7066	7591	5718	2595	5211
SL1344_3038	serA	-	3243999	3245231	572	513	542	203	151	152
SL1344_3039	rpiA	-	3245497	3246156	225	193	209	209	20	49
SL1344_3040	iciA	+	3246310	3247203	20	17	18	12	5	8
SL1344_3041	yggE	-	3247469	3248215	84	76	80	146	11	30
SL1344_3042	yggA	-	3248309	3248944	8	9	9	6	1	7
SL1344_3043	yggB	-	3249144	3250004	69	82	75	80	15	85
STnc3030		+	3250106	3250210	50	48	49	37	19	32
SL1344_3044	fba	-	3250231	3251310	339	316	327	239	85	81
SL1344_3045	pgk	-	3251412	3252575	201	184	192	201	109	79
SL1344_3046	epd	-	3252597	3253643	66	57	61	69	61	43
SL1344_3047		+	3254017	3254442	4	4	4	12	0	2
SL1344_3048		+	3254468	3255046	4	7	5	9	1	3
SL1344_3049		+	3255047	3255754	3	3	3	7	1	2
SL1344_3050		+	3255742	3256419	12	7	9	13	2	3
SL1344_3051		+	3256413	3257069	8	6	7	11	1	5
SL1344_3052	tktA	-	3257113	3259059	141	118	129	74	29	32
SL1344_3053	yggG	+	3259380	3260138	21	21	21	31	23	23
SL1344_3054	speB	-	3260239	3261159	81	80	81	42	14	9
STnc750		-	3261273	3261185	488	335	411	351	299	466
SL1344_3055		-	3261364	3262254	8	9	8	9	4	6
SL1344_3056		-	3262534	3263007	1	3	2	3	1	5
SL1344_3057		-	3263046	3264053	7	4	6	6	2	7
SL1344_3058		-	3264067	3265083	2	2	2	3	2	3
SL1344_3059		-	3265086	3266558	1	0	1	1	0	1
SL1344_3060		-	3267800	3268549	78	69	73	100	84	89
SL1344_3061		-	3268754	3269485	7	4	5	7	4	9
SL1344_3062	speA	-	3269629	3271542	85	84	84	72	21	38
SL1344_3063	yqgB	-	3271614	3271745	288	215	252	307	86	171
SL1344_3064	yqgD	-	3272040	3272339	92	68	80	55	5	32
SL1344_3065	metK	+	3272395	3273549	777	662	719	248	228	143
STnc3150		-	3273824	3273499	47	32	40	134	28	76
SL1344_3066	galP	+	3274081	3275436	21	20	21	37	6	13
SL1344_3067	sprT	+	3275515	3276012	20	20	20	27	1	19
STnc3850		-	3276099	3275931	37	35	36	29	19	40
SL1344_3068	endA	+	3276107	3276814	9	9	9	5	1	3
SL1344_3069	yggJ	+	3276843	3277622	56	45	50	44	12	27
SL1344_3070	gshB	+	3277642	3278589	50	40	45	35	10	21
SL1344_3071	yqgE	+	3278805	3279368	47	45	46	36	6	29
SL1344_3072	yqgF	+	3279368	3279784	28	19	24	11	0	11
SL1344_3073	iclR	-	3279831	3280517	16	13	15	11	1	6
SL1344_3074	pilT	-	3280649	3281629	2	3	3	3	1	2
SL1344_3075	yggS	+	3281647	3282351	45	39	42	45	12	32
SL1344_3076	yggT	+	3282370	3282936	48	44	46	34	11	28
SL1344_3077	yggU	+	3282933	3283223	54	36	45	28	7	22
SL1344_3078	yggV	+	3283231	3283824	74	55	64	63	20	31
SL1344_3079	yggW	+	3283817	3284953	29	27	28	17	3	12
STnc3860		-	3283844	3283748	14	14	14	13	36	25
SL1344_3080	yggM	-	3285044	3286051	8	6	7	11	8	10
SL1344_3081	ansB	-	3286184	3287230	5	5	5	5	6	7
SL1344_3082	yggN	-	3287419	3288138	59	53	56	109	10	22
SL1344_3083	yggL	-	3288188	3288514	238	225	232	329	91	185
SL1344_3084	trmB	-	3288514	3289233	89	87	88	102	16	52
SL1344_3085	mutY	+	3289388	3290440	44	35	40	30	6	20
SL1344_3086	yggX	+	3290468	3290743	130	121	126	100	17	62
SL1344_3087	mltC	+	3290856	3291941	33	31	32	29	3	18
SL1344_3088	nupG	+	3292158	3293414	3	5	4	4	4	5
SL1344_3089	speC	-	3293476	3295611	15	13	14	15	3	5
SL1344_3090	yqgA	+	3296036	3296743	6	5	5	13	6	11
STnc3870		-	3297024	3296886	53	58	55	36	137	137
SL1344_3091		-	3297083	3297517	12	7	9	11	2	21
SL1344_3092		-	3297528	3298853	6	7	7	5	2	6
SL1344_3093		-	3298878	3299405	3	5	4	5	1	4
SL1344_3094		-	3299429	3300271	12	9	10	13	5	12
SL1344_3095		+	3300513	3301241	7	6	6	4	3	5
SL1344_3096		-	3301289	3303028	8	7	7	11	6	11
SL1344_3097		-	3303097	3304281	3	2	3	5	1	4
SL1344_3098		+	3304793	3305476	6	6	6	5	10	19
STnc3880		+	3305410	3305515	37	36	36	155	77	200
SL1344_3099		-	3305580	3306137	16	12	14	12	4	22
SL1344_3100		-	3306115	3307614	8	7	8	9	2	11
SL1344_3101		-	3307823	3308197	14	10	12	16	2	9
SL1344_3102	ordL	-	3308212	3309513	24	25	25	32	5	13
SL1344_3103		+	3309675	3311159	6	6	6	6	2	6
SL1344_3104	iraD	-	3311295	3311675	11	8	9	9	5	6
SL1344_3105		-	3311675	3312160	3	4	3	3	2	4
STnc1170		-	3312525	3312429	17	18	18	11	5	32
SL1344_3106		-	3312886	3313809	21	19	20	22	9	10
SL1344_3107		-	3313848	3314726	6	6	6	7	4	3
SL1344_3108	exuT	-	3315122	3316426	2	2	2	3	26	2
SL1344_3109	uxuA	+	3316831	3318015	3	4	4	3	30	4
SL1344_3110	uxuB	+	3318126	3319598	3	3	3	2	5	2
SL1344_3111	uxaC	+	3319610	3321022	11	10	10	10	6	10
SL1344_3112		-	3321322	3322380	68	73	71	45	135	260
STnc3890		+	3322951	3323033	350	152	251	166	563	945
SL1344_3113	gsp	-	3323050	3324906	34	28	31	39	9	25
SL1344_3114	yghU	+	3325133	3325999	48	41	44	76	21	29
SL1344_3115		-	3326067	3326777	7	8	7	13	3	8
SL1344_3116		-	3326777	3327829	3	3	3	4	3	2
SL1344_3117	hybG	-	3327905	3328153	17	17	17	8	2	8
SL1344_3118	hybF	-	3328181	3328522	9	9	9	6	1	3
SL1344_3119	hybE	-	3328515	3329003	12	8	10	8	2	6
SL1344_3120	hybD	-	3328996	3329490	20	17	19	15	7	16
SL1344_3121	hybC	-	3329490	3331193	15	14	15	13	8	13
SL1344_3122	hybB	-	3331190	3332368	3	3	3	3	1	3
SL1344_3123	hybA	-	3332358	3333344	2	2	2	2	1	2
SL1344_3124	hypO	-	3333347	3334465	11	10	10	10	6	11
SL1344_3125	yghW	-	3334655	3334942	4	6	5	7	7	20
SL1344_3126		-	3335027	3336670	14	11	12	20	19	44
SL1344_3127	yqhA	-	3336977	3337471	53	57	55	72	39	133
